Line  Address  Name        Address 2 Name 2      Ratio BBlocks 1 BBlocks 2 Description                            
----  -------  ----        --------- ------      ----- --------- --------- -----------                            
00812 08082b84 sub_8082B84 08084ebc  sub_8084EBC 1.000 6         6         Function hash                          
00813 08082bec sub_8082BEC 08084f24  sub_8084F24 1.000 6         6         Function hash                          
00814 08082f28 sub_8082F28 08085260  sub_8085260 1.000 4         4         Function hash                          
00815 08082f58 sub_8082F58 08085290  sub_8085290 1.000 5         5         Function hash                          
00816 08082f84 sub_8082F84 080852bc  sub_80852BC 1.000 7         7         Function hash                          
00817 08083018 sub_8083018 08085350  sub_8085350 1.000 5         5         Function hash                          
00818 08083044 sub_8083044 0808537c  sub_808537C 1.000 7         7         Function hash                          
00819 080830ac sub_80830AC 080853e4  sub_80853E4 1.000 4         4         Function hash                          
00820 080830d4 sub_80830D4 0808540c  sub_808540C 1.000 4         4         Function hash                          
00821 080830fc sub_80830FC 08085434  sub_8085434 1.000 4         4         Function hash                          
00822 08083124 sub_8083124 0808545c  sub_808545C 1.000 4         4         Function hash                          
00823 080837d8 sub_80837D8 08085b10  sub_8085B10 1.000 4         4         Function hash                          
00824 08083864 sub_8083864 08085b9c  sub_8085B9C 1.000 10        10        Function hash                          
00825 08083938 sub_8083938 08085c70  sub_8085C70 1.000 7         7         Function hash                          
00826 0808398c sub_808398C 08085cc4  sub_8085CC4 1.000 5         5         Function hash                          
00827 080839c8 sub_80839C8 08085d00  sub_8085D00 1.000 5         5         Function hash                          
00828 08083a10 sub_8083A10 08085d48  sub_8085D48 1.000 5         5         Function hash                          
00829 08083b58 sub_8083B58 08085e80  sub_8085E80 1.000 5         5         Function hash                          
00830 08083b98 sub_8083B98 08085ec0  sub_8085EC0 1.000 5         5         Function hash                          
00831 08083bd8 sub_8083BD8 08085f00  sub_8085F00 1.000 5         5         Function hash                          
00832 08083c0c sub_8083C0C 08085f34  sub_8085F34 1.000 5         5         Function hash                          
00833 08083c48 sub_8083C48 08085f70  sub_8085F70 1.000 3         3         Function hash                          
00834 08083c60 sub_8083C60 08085f88  sub_8085F88 1.000 7         7         Function hash                          
00835 08083ca0 sub_8083CA0 08085fc8  sub_8085FC8 1.000 6         6         Function hash                          
00836 08083cd8 sub_8083CD8 08086000  sub_8086000 1.000 6         6         Function hash                          
00837 08083d18 sub_8083D18 08086040  sub_8086040 1.000 3         3         Function hash                          
00838 08083d34 sub_8083D34 0808605c  sub_808605C 1.000 7         7         Function hash                          
00839 08083d80 sub_8083D80 080860a8  sub_80860A8 1.000 4         4         Function hash                          
00840 08083d94 sub_8083D94 080860bc  sub_80860BC 1.000 4         4         Function hash                          
00841 08083da8 sub_8083DA8 080860d0  sub_80860D0 1.000 4         4         Function hash                          
00842 08083e34 sub_8083E34 0808615c  sub_808615C 1.000 5         5         Function hash                          
00843 080845b8 sub_80845B8 08086884  sub_8086884 1.000 1         1         Function hash                          
00844 08084748 sub_8084748 08086a14  sub_8086A14 1.000 8         8         Function hash                          
00845 0808478c sub_808478C 08086a58  sub_8086A58 1.000 22        22        Function hash                          
00846 08084800 sub_8084800 08086acc  sub_8086ACC 1.000 11        11        Function hash                          
00847 08084858 sub_8084858 08086b24  sub_8086B24 1.000 7         7         Function hash                          
00848 08084b40 sub_8084B40 08086e0c  sub_8086E0C 1.000 4         4         Function hash                          
00849 08084b6c sub_8084B6C 08086e38  sub_8086E38 1.000 4         4         Function hash                          
00850 08084bcc sub_8084BCC 08086e98  sub_8086E98 1.000 15        15        Function hash                          
00851 08084f54 sub_8084F54 08087220  sub_8087220 1.000 3         3         Function hash                          
00852 08085220 sub_8085220 080874ec  sub_80874EC 1.000 3         3         Function hash                          
00853 08085238 sub_8085238 08087504  sub_8087504 1.000 3         3         Function hash                          
00854 08085250 sub_8085250 0808751c  sub_808751C 1.000 3         3         Function hash                          
00855 08085268 sub_8085268 08087534  sub_8087534 1.000 3         3         Function hash                          
00856 08085280 sub_8085280 0808754c  sub_808754C 1.000 3         3         Function hash                          
00857 08085298 sub_8085298 08087564  sub_8087564 1.000 1         1         Function hash                          
00858 08085338 sub_8085338 08087604  sub_8087604 1.000 4         4         Function hash                          
00859 080853e4 sub_80853E4 080876b0  sub_80876B0 1.000 3         3         Function hash                          
00860 080855d4 sub_80855D4 080878a0  sub_80878A0 1.000 1         1         Function hash                          
00861 080855f8 sub_80855F8 080878c4  sub_80878C4 1.000 1         1         Function hash                          
00862 08086934 sub_8086934 08088bf0  sub_8088BF0 1.000 1         1         Function hash                          
00863 08086960 sub_8086960 08088c1c  sub_8088C1C 1.000 1         1         Function hash                          
00864 08086984 sub_8086984 08088c40  sub_8088C40 1.000 1         1         Function hash                          
00865 080869ac sub_80869AC 08088c68  sub_8088C68 1.000 1         1         Function hash                          
00866 080869d8 sub_80869D8 08088c94  sub_8088C94 1.000 1         1         Function hash                          
00867 08086a08 sub_8086A08 08088cc4  sub_8088CC4 1.000 1         1         Function hash                          
00868 08086a24 sub_8086A24 08088ce0  sub_8088CE0 1.000 1         1         Function hash                          
00869 080881ac sub_80881AC 0808a438  sub_808A438 1.000 1         1         Function hash                          
00870 080881c4 sub_80881C4 0808a450  sub_808A450 1.000 5         5         Function hash                          
00871 08088b40 sub_8088B40 0808adcc  sub_808ADCC 1.000 10        10        Function hash                          
00872 08088bd4 sub_8088BD4 0808ae60  sub_808AE60 1.000 4         4         Function hash                          
00873 08088d3c sub_8088D3C 0808afc8  sub_808AFC8 1.000 3         3         Function hash                          
00874 08088de0 sub_8088DE0 0808b06c  sub_808B06C 1.000 1         1         Function hash                          
00875 08088e60 sub_8088E60 0808b0ec  sub_808B0EC 1.000 1         1         Function hash                          
00876 0808929c sub_808929C 0808b528  sub_808B528 1.000 1         1         Function hash                          
00877 080896d8 sub_80896D8 0808b99c  sub_808B99C 1.000 3         3         Function hash                          
00878 08089720 sub_8089720 0808ba30  sub_808BA30 1.000 3         3         Function hash                          
00879 0808a1e0 sub_808A1E0 0808c4f0  sub_808C4F0 1.000 1         1         Function hash                          
00880 0808a384 sub_808A384 0808c694  sub_808C694 1.000 8         8         Function hash                          
00881 0808a530 sub_808A530 0808c840  sub_808C840 1.000 13        13        Function hash                          
00882 0808a7b0 sub_808A7B0 0808cac0  sub_808CAC0 1.000 11        11        Function hash                          
00883 0808a848 sub_808A848 0808cb58  sub_808CB58 1.000 4         4         Function hash                          
00884 0808a974 sub_808A974 0808cc84  sub_808CC84 1.000 3         3         Function hash                          
00885 0808bbac sub_808BBAC 0808debc  sub_808DEBC 1.000 8         8         Function hash                          
00886 0808bbcc sub_808BBCC 0808dedc  sub_808DEDC 1.000 8         8         Function hash                          
00887 0808bc2c sub_808BC2C 0808df38  sub_808DF38 1.000 8         8         Function hash                          
00888 0808c314 sub_808C314 0808e614  sub_808E614 1.000 4         4         Function hash                          
00889 0808c33c sub_808C33C 0808e63c  sub_808E63C 1.000 4         4         Function hash                          
00890 0808c360 sub_808C360 0808e660  sub_808E660 1.000 1         1         Function hash                          
00891 0808d190 sub_808D190 0808f48c  sub_808F48C 1.000 4         4         Function hash                          
00892 0808d8a0 sub_808D8A0 0808fb88  sub_808FB88 1.000 13        13        Function hash                          
00893 0808e3d4 sub_808E3D4 080906a8  sub_80906A8 1.000 1         1         Function hash                          
00894 0808e9f0 sub_808E9F0 08090cc4  sub_8090CC4 1.000 1         1         Function hash                          
00895 0808ea1c sub_808EA1C 08090cf0  sub_8090CF0 1.000 1         1         Function hash                          
00896 0808ea48 sub_808EA48 08090d1c  sub_8090D1C 1.000 1         1         Function hash                          
00897 0808ea98 sub_808EA98 08090d6c  sub_8090D6C 1.000 8         8         Function hash                          
00898 0808f3d8 sub_808F3D8 080916ac  sub_80916AC 1.000 6         6         Function hash                          
00899 0808f5a0 sub_808F5A0 08091874  sub_8091874 1.000 9         9         Function hash                          
00900 0808fea4 sub_808FEA4 08092184  sub_8092184 1.000 11        11        Function hash                          
00901 08090324 sub_8090324 08092604  sub_8092604 1.000 8         8         Function hash                          
00902 08090514 sub_8090514 080927ec  sub_80927EC 1.000 4         4         Function hash                          
00903 080906ac sub_80906AC 08092984  sub_8092984 1.000 1         1         Function hash                          
00904 080906d8 sub_80906D8 080929b0  sub_80929B0 1.000 1         1         Function hash                          
00905 08091180 sub_8091180 08093458  sub_8093458 1.000 4         4         Function hash                          
00906 08094ff4 sub_8094FF4 080972d4  sub_80972D4 1.000 5         5         Function hash                          
00907 08095094 sub_8095094 08097374  sub_8097374 1.000 8         8         Function hash                          
00908 080950c4 sub_80950C4 080973a4  sub_80973A4 1.000 5         5         Function hash                          
00909 080952d4 sub_80952D4 080975b4  sub_80975B4 1.000 3         3         Function hash                          
00910 080952ec sub_80952EC 080975cc  sub_80975CC 1.000 5         5         Function hash                          
00911 08095314 sub_8095314 080975f4  sub_80975F4 1.000 8         8         Function hash                          
00912 08095460 sub_8095460 08097740  sub_8097740 1.000 6         6         Function hash                          
00913 08095504 sub_8095504 080977e4  sub_80977E4 1.000 4         4         Function hash                          
00914 080956a8 sub_80956A8 08097988  sub_8097988 1.000 7         7         Function hash                          
00915 080958fc sub_80958FC 08097bdc  sub_8097BDC 1.000 7         7         Function hash                          
00916 080959b4 sub_80959B4 08097c94  sub_8097C94 1.000 10        10        Function hash                          
00917 08096404 sub_8096404 080986e8  sub_80986E8 1.000 1         1         Function hash                          
00918 080973b0 sub_80973B0 08099694  sub_8099694 1.000 1         1         Function hash                          
00919 080977ec sub_80977EC 08099ad0  sub_8099AD0 1.000 13        13        Function hash                          
00920 08097840 sub_8097840 08099b24  sub_8099B24 1.000 5         5         Function hash                          
00921 08097acc sub_8097ACC 08099da4  sub_8099DA4 1.000 4         4         Function hash                          
00922 08097d54 sub_8097D54 0809a02c  sub_809A02C 1.000 3         3         Function hash                          
00923 08097d68 sub_8097D68 0809a040  sub_809A040 1.000 4         4         Function hash                          
00924 08097e08 sub_8097E08 0809a0e0  sub_809A0E0 1.000 5         5         Function hash                          
00925 08097e74 sub_8097E74 0809a14c  sub_809A14C 1.000 6         6         Function hash                          
00926 08097fdc sub_8097FDC 0809a2b4  sub_809A2B4 1.000 3         3         Function hash                          
00927 0809831c sub_809831C 0809a5f4  sub_809A5F4 1.000 5         5         Function hash                          
00928 08098344 sub_8098344 0809a61c  sub_809A61C 1.000 8         8         Function hash                          
00929 08098378 sub_8098378 0809a650  sub_809A650 1.000 6         6         Function hash                          
00930 080983d4 sub_80983D4 0809a6ac  sub_809A6AC 1.000 7         7         Function hash                          
00931 0809a21c sub_809A21C 0809c4ec  sub_809C4EC 1.000 5         5         Function hash                          
00932 0809b4c0 sub_809B4C0 0809d788  sub_809D788 1.000 1         1         Function hash                          
00933 0809b4e4 sub_809B4E4 0809d7ac  sub_809D7AC 1.000 1         1         Function hash                          
00934 0809d530 sub_809D530 0809f7cc  sub_809F7CC 1.000 8         8         Function hash                          
00935 0809d8d4 sub_809D8D4 0809fb74  sub_809FB74 1.000 3         3         Function hash                          
00936 0809fe1c sub_809FE1C 080a20bc  sub_80A20BC 1.000 8         8         Function hash                          
00937 080a095c sub_80A095C 080a2c10  sub_80A2C10 1.000 12        12        Function hash                          
00938 080a0a18 sub_80A0A18 080a2ccc  sub_80A2CCC 1.000 5         5         Function hash                          
00939 080a0a34 sub_80A0A34 080a2ce8  sub_80A2CE8 1.000 5         5         Function hash                          
00940 080a0a5c sub_80A0A5C 080a2d10  sub_80A2D10 1.000 4         4         Function hash                          
00941 080a0a74 sub_80A0A74 080a2d28  sub_80A2D28 1.000 4         4         Function hash                          
00942 080a0aa0 sub_80A0AA0 080a4888  sub_80A4888 1.000 4         4         Function hash                          
00943 080a0ac0 sub_80A0AC0 080a48a8  sub_80A48A8 1.000 3         3         Function hash                          
00944 080a0b04 sub_80A0B04 080a48ec  sub_80A48EC 1.000 1         1         Function hash                          
00945 080a0b20 sub_80A0B20 080a4908  sub_80A4908 1.000 1         1         Function hash                          
00946 080a0f30 sub_80A0F30 080a4d18  sub_80A4D18 1.000 4         4         Function hash                          
00947 080a1ae4 sub_80A1AE4 080a58bc  sub_80A58BC 1.000 5         5         Function hash                          
00948 080a1b6c sub_80A1B6C 080a5944  sub_80A5944 1.000 4         4         Function hash                          
00949 080a221c sub_80A221C 080a5fe8  sub_80A5FE8 1.000 3         3         Function hash                          
00950 080a2cfc sub_80A2CFC 080a7740  sub_80A7740 1.000 3         3         Function hash                          
00951 080a3064 sub_80A3064 080a7aa8  sub_80A7AA8 1.000 11        11        Function hash                          
00952 080a3114 sub_80A3114 080a7b58  sub_80A7B58 1.000 1         1         Function hash                          
00953 080a332c sub_80A332C 080a7d70  sub_80A7D70 1.000 1         1         Function hash                          
00954 080a3348 sub_80A3348 080a7d8c  sub_80A7D8C 1.000 17        17        Function hash                          
00955 080a341c sub_80A341C 080a7e60  sub_80A7E60 1.000 12        12        Function hash                          
00956 080a3468 sub_80A3468 080a7eac  sub_80A7EAC 1.000 14        14        Function hash                          
00957 080a3500 sub_80A3500 080a7f44  sub_80A7F44 1.000 7         7         Function hash                          
00958 080a37a8 sub_80A37A8 080a81ec  sub_80A81EC 1.000 6         6         Function hash                          
00959 080a37f0 sub_80A37F0 080a8234  sub_80A8234 1.000 7         7         Function hash                          
00960 080a3834 sub_80A3834 080a8278  sub_80A8278 1.000 8         8         Function hash                          
00961 080a3870 sub_80A3870 080a82b4  sub_80A82B4 1.000 5         5         Function hash                          
00962 080a3a48 sub_80A3A48 080a848c  sub_80A848C 1.000 3         3         Function hash                          
00963 080a3a88 sub_80A3A88 080a84cc  sub_80A84CC 1.000 12        12        Function hash                          
00964 080a3dd8 sub_80A3DD8 080a881c  sub_80A881C 1.000 3         3         Function hash                          
00965 080a3ed0 sub_80A3ED0 080a8914  sub_80A8914 1.000 6         6         Function hash                          
00966 080a3f08 sub_80A3F08 080a894c  sub_80A894C 1.000 13        13        Function hash                          
00967 080a402c sub_80A402C 080a8a70  sub_80A8A70 1.000 6         6         Function hash                          
00968 080a4064 sub_80A4064 080a8aa8  sub_80A8AA8 1.000 5         5         Function hash                          
00969 080a42bc sub_80A42BC 080a8d00  sub_80A8D00 1.000 4         4         Function hash                          
00970 080a42ec sub_80A42EC 080a8d30  sub_80A8D30 1.000 6         6         Function hash                          
00971 080a4330 sub_80A4330 080a8d74  sub_80A8D74 1.000 4         4         Function hash                          
00972 080a43ac sub_80A43AC 080a8df0  sub_80A8DF0 1.000 4         4         Function hash                          
00973 080a43d8 sub_80A43D8 080a8e1c  sub_80A8E1C 1.000 3         3         Function hash                          
00974 080a4404 sub_80A4404 080a8e48  sub_80A8E48 1.000 14        14        Function hash                          
00975 080a4448 sub_80A4448 080a8e8c  sub_80A8E8C 1.000 5         5         Function hash                          
00976 080a4488 sub_80A4488 080a8ecc  sub_80A8ECC 1.000 5         5         Function hash                          
00977 080a4904 sub_80A4904 080a9348  sub_80A9348 1.000 3         3         Function hash                          
00978 080a4928 sub_80A4928 080a936c  sub_80A936C 1.000 3         3         Function hash                          
00979 080a4958 sub_80A4958 080a939c  sub_80A939C 1.000 3         3         Function hash                          
00980 080a49a4 sub_80A49A4 080a93e8  sub_80A93E8 1.000 3         3         Function hash                          
00981 080a4b6c sub_80A4B6C 080a95b0  sub_80A95B0 1.000 5         5         Function hash                          
00982 080a4b90 sub_80A4B90 080a95d4  sub_80A95D4 1.000 5         5         Function hash                          
00983 080a4bb0 sub_80A4BB0 080a95f4  sub_80A95F4 1.000 4         4         Function hash                          
00984 080a4bd0 sub_80A4BD0 080a9614  sub_80A9614 1.000 9         9         Function hash                          
00985 080a4c14 sub_80A4C14 080a9658  sub_80A9658 1.000 18        18        Function hash                          
00986 080a4cb4 sub_80A4CB4 080a96f8  sub_80A96F8 1.000 4         4         Function hash                          
00987 080a4cd8 sub_80A4CD8 080a971c  sub_80A971C 1.000 3         3         Function hash                          
00988 080a4d80 sub_80A4D80 080a97c4  sub_80A97C4 1.000 1         1         Function hash                          
00989 080a4da0 sub_80A4DA0 080a97e4  sub_80A97E4 1.000 5         5         Function hash                          
00990 080a52bc sub_80A52BC 080a9cd4  sub_80A9CD4 1.000 5         5         Function hash                          
00991 080a52dc sub_80A52DC 080a9cf4  sub_80A9CF4 1.000 4         4         Function hash                          
00992 080a530c sub_80A530C 080a9d24  sub_80A9D24 1.000 4         4         Function hash                          
00993 080a5e10 sub_80A5E10 080aa828  sub_80AA828 1.000 10        10        Function hash                          
00994 080a6a68 sub_80A6A68 080ab480  sub_80AB480 1.000 8         8         Function hash                          
00995 080a6b70 sub_80A6B70 080ab588  sub_80AB588 1.000 4         4         Function hash                          
00996 080a6b90 sub_80A6B90 080ab5a8  sub_80AB5A8 1.000 4         4         Function hash                          
00997 080a6bb4 sub_80A6BB4 080ab5cc  sub_80AB5CC 1.000 4         4         Function hash                          
00998 080a6bd4 sub_80A6BD4 080ab5ec  sub_80AB5EC 1.000 4         4         Function hash                          
00999 080a6bf8 sub_80A6BF8 080ab610  sub_80AB610 1.000 3         3         Function hash                          
01000 080a6e24 sub_80A6E24 080ab83c  sub_80AB83C 1.000 18        18        Function hash                          
01001 080a6eb0 sub_80A6EB0 080ab8c8  sub_80AB8C8 1.000 8         8         Function hash                          
01002 080a6f50 sub_80A6F50 080ab968  sub_80AB968 1.000 3         3         Function hash                          
01003 080a6fbc sub_80A6FBC 080ab9d4  sub_80AB9D4 1.000 9         9         Function hash                          
01004 080a7034 sub_80A7034 080aba4c  sub_80ABA4C 1.000 3         3         Function hash                          
01005 080a7054 sub_80A7054 080aba6c  sub_80ABA6C 1.000 3         3         Function hash                          
01006 080a723c sub_80A723C 080abc54  sub_80ABC54 1.000 1         1         Function hash                          
01007 080a7298 sub_80A7298 080abcb0  sub_80ABCB0 1.000 1         1         Function hash                          
01008 080a7578 sub_80A7578 080abf90  sub_80ABF90 1.000 9         9         Function hash                          
01009 080a75cc sub_80A75CC 080abfe4  sub_80ABFE4 1.000 7         7         Function hash                          
01010 080a75e8 sub_80A75E8 080ac000  sub_80AC000 1.000 9         9         Function hash                          
01011 080a767c sub_80A767C 080ac094  sub_80AC094 1.000 8         8         Function hash                          
01012 080a769c sub_80A769C 080ac0b4  sub_80AC0B4 1.000 9         9         Function hash                          
01013 080a7730 sub_80A7730 080ac148  sub_80AC148 1.000 25        25        Function hash                          
01014 080a77d4 sub_80A77D4 080ac1ec  sub_80AC1EC 1.000 53        53        Function hash                          
01015 080a78fc sub_80A78FC 080ac314  sub_80AC314 1.000 7         7         Function hash                          
01016 080a7940 sub_80A7940 080ac358  sub_80AC358 1.000 6         6         Function hash                          
01017 080a7970 sub_80A7970 080ac388  sub_80AC388 1.000 20        20        Function hash                          
01018 080a7a0c sub_80A7A0C 080ac424  sub_80AC424 1.000 34        34        Function hash                          
01019 080a7c5c sub_80A7C5C 080ac674  sub_80AC674 1.000 19        19        Function hash                          
01020 080a7ec4 sub_80A7EC4 080ac8dc  sub_80AC8DC 1.000 3         3         Function hash                          
01021 080a8410 sub_80A8410 080ace28  sub_80ACE28 1.000 11        11        Function hash                          
01022 080a85e4 sub_80A85E4 080acffc  sub_80ACFFC 1.000 19        19        Function hash                          
01023 080a86ac sub_80A86AC 080ad0c4  sub_80AD0C4 1.000 1         1         Function hash                          
01024 080a8844 sub_80A8844 080ad25c  sub_80AD25C 1.000 8         8         Function hash                          
01025 080a887c sub_80A887C 080ad294  sub_80AD294 1.000 8         8         Function hash                          
01026 080a88b8 sub_80A88B8 080ad2d0  sub_80AD2D0 1.000 6         6         Function hash                          
01027 080aa1ec sub_80AA1EC 080aecd0  sub_80AECD0 1.000 1         1         Function hash                          
01028 080aa744 sub_80AA744 080af224  sub_80AF224 1.000 5         5         Function hash                          
01029 080aa790 sub_80AA790 080af270  sub_80AF270 1.000 4         4         Function hash                          
01030 080ab314 sub_80AB314 080afde8  sub_80AFDE8 1.000 1         1         Function hash                          
01031 080ab514 sub_80AB514 080affd0  sub_80AFFD0 1.000 1         1         Function hash                          
01032 080ab548 sub_80AB548 080b0004  sub_80B0004 1.000 3         3         Function hash                          
01033 080aba98 sub_80ABA98 080b054c  sub_80B054C 1.000 4         4         Function hash                          
01034 080abf44 sub_80ABF44 080b09f8  sub_80B09F8 1.000 6         6         Function hash                          
01035 080ac3f4 sub_80AC3F4 080b0e9c  sub_80B0E9C 1.000 1         1         Function hash                          
01036 080ac680 sub_80AC680 080b1120  sub_80B1120 1.000 1         1         Function hash                          
01037 080ac904 sub_80AC904 080b13a4  sub_80B13A4 1.000 3         3         Function hash                          
01038 080acb14 sub_80ACB14 080b15b4  sub_80B15B4 1.000 1         1         Function hash                          
01039 080ace3c sub_80ACE3C 080b18dc  sub_80B18DC 1.000 3         3         Function hash                          
01040 080ad5b4 sub_80AD5B4 080b2054  sub_80B2054 1.000 1         1         Function hash                          
01041 080ad5d8 sub_80AD5D8 080b2078  sub_80B2078 1.000 1         1         Function hash                          
01042 080ad5f8 sub_80AD5F8 080b2098  sub_80B2098 1.000 3         3         Function hash                          
01043 080ada24 sub_80ADA24 080b24c4  sub_80B24C4 1.000 3         3         Function hash                          
01044 080adfbc sub_80ADFBC 080b2a38  sub_80B2A38 1.000 3         3         Function hash                          
01045 080adffc sub_80ADFFC 080b2a78  sub_80B2A78 1.000 3         3         Function hash                          
01046 080ae248 sub_80AE248 080b2cc4  sub_80B2CC4 1.000 4         4         Function hash                          
01047 080ae4d8 sub_80AE4D8 080b2f54  sub_80B2F54 1.000 1         1         Function hash                          
01048 080ae938 sub_80AE938 080b33b4  sub_80B33B4 1.000 5         5         Function hash                          
01049 080aea24 sub_80AEA24 080b34a0  sub_80B34A0 1.000 12        12        Function hash                          
01050 080aea70 sub_80AEA70 080b34ec  sub_80B34EC 1.000 12        12        Function hash                          
01051 080aec04 sub_80AEC04 080b3824  sub_80B3824 1.000 6         6         Function hash                          
01052 080aec7c sub_80AEC7C 080b389c  sub_80B389C 1.000 4         4         Function hash                          
01053 080aec94 sub_80AEC94 080b38b4  sub_80B38B4 1.000 4         4         Function hash                          
01054 080aecb4 sub_80AECB4 080b38d4  sub_80B38D4 1.000 7         7         Function hash                          
01055 080aecec sub_80AECEC 080b390c  sub_80B390C 1.000 4         4         Function hash                          
01056 080aed10 sub_80AED10 080b3930  sub_80B3930 1.000 10        10        Function hash                          
01057 080af1a0 sub_80AF1A0 080b3dc0  sub_80B3DC0 1.000 3         3         Function hash                          
01058 080af22c sub_80AF22C 080b3e4c  sub_80B3E4C 1.000 17        17        Function hash                          
01059 080af378 sub_80AF378 080b3f98  sub_80B3F98 1.000 12        12        Function hash                          
01060 080af510 sub_80AF510 080b4130  sub_80B4130 1.000 3         3         Function hash                          
01061 080b0204 sub_80B0204 080b4e1c  sub_80B4E1C 1.000 3         3         Function hash                          
01062 080b169c sub_80B169C 080b62bc  sub_80B62BC 1.000 4         4         Function hash                          
01063 080b1700 sub_80B1700 080b6320  sub_80B6320 1.000 1         1         Function hash                          
01064 080b1de8 sub_80B1DE8 080b6a00  sub_80B6A00 1.000 35        35        Function hash                          
01065 080b1f64 sub_80B1F64 080b6b7c  sub_80B6B7C 1.000 34        34        Function hash                          
01066 080b24dc sub_80B24DC 080b70f4  sub_80B70F4 1.000 4         4         Function hash                          
01067 080b2f08 sub_80B2F08 080b7af8  sub_80B7AF8 1.000 1         1         Function hash                          
01068 080b31ec sub_80B31EC 080b7ddc  sub_80B7DDC 1.000 1         1         Function hash                          
01069 080b327c sub_80B327C 080b7e6c  sub_80B7E6C 1.000 1         1         Function hash                          
01070 080b33e4 sub_80B33E4 080b7fd4  sub_80B7FD4 1.000 1         1         Function hash                          
01071 080b36e0 sub_80B36E0 080b828c  sub_80B828C 1.000 4         4         Function hash                          
01072 080b49f8 sub_80B49F8 080b9580  sub_80B9580 1.000 4         4         Function hash                          
01073 080b4eb4 sub_80B4EB4 080b9a3c  sub_80B9A3C 1.000 4         4         Function hash                          
01074 080b5384 sub_80B5384 080b9f08  sub_80B9F08 1.000 5         5         Function hash                          
01075 080b5534 sub_80B5534 080ba0b8  sub_80BA0B8 1.000 11        11        Function hash                          
01076 080b557c sub_80B557C 080ba100  sub_80BA100 1.000 11        11        Function hash                          
01077 080b55ac sub_80B55AC 080ba130  sub_80BA130 1.000 1         1         Function hash                          
01078 080b56cc sub_80B56CC 080ba250  sub_80BA250 1.000 4         4         Function hash                          
01079 080b56f0 sub_80B56F0 080ba274  sub_80BA274 1.000 4         4         Function hash                          
01080 080b570c sub_80B570C 080ba290  sub_80BA290 1.000 4         4         Function hash                          
01081 080b5730 sub_80B5730 080ba2b4  sub_80BA2B4 1.000 4         4         Function hash                          
01082 080b6070 sub_80B6070 080babf4  sub_80BABF4 1.000 4         4         Function hash                          
01083 080b60c8 sub_80B60C8 080bac4c  sub_80BAC4C 1.000 4         4         Function hash                          
01084 080b6104 sub_80B6104 080bac88  sub_80BAC88 1.000 1         1         Function hash                          
01085 080b61fc sub_80B61FC 080bad80  sub_80BAD80 1.000 4         4         Function hash                          
01086 080b6720 sub_80B6720 080bb1f8  sub_80BB1F8 1.000 7         7         Function hash                          
01087 080b6744 sub_80B6744 080bb21c  sub_80BB21C 1.000 7         7         Function hash                          
01088 080b820c sub_80B820C 080bd0d8  sub_80BD0D8 1.000 3         3         Function hash                          
01089 080b826c sub_80B826C 080bd138  sub_80BD138 1.000 3         3         Function hash                          
01090 080b828c sub_80B828C 080bd158  sub_80BD158 1.000 3         3         Function hash                          
01091 080b82a8 sub_80B82A8 080bd174  sub_80BD174 1.000 3         3         Function hash                          
01092 080b8b60 sub_80B8B60 080bda28  sub_80BDA28 1.000 8         8         Function hash                          
01093 080b9114 sub_80B9114 080bdfdc  sub_80BDFDC 1.000 5         5         Function hash                          
01094 080b9218 sub_80B9218 080be0e0  sub_80BE0E0 1.000 19        19        Function hash                          
01095 080b99f0 sub_80B99F0 080be88c  sub_80BE88C 1.000 1         1         Function hash                          
01096 080b9a10 sub_80B9A10 080be8ac  sub_80BE8AC 1.000 1         1         Function hash                          
01097 080ba458 sub_80BA458 080bf2f0  sub_80BF2F0 1.000 5         5         Function hash                          
01098 080ba6dc sub_80BA6DC 080bf578  sub_80BF578 1.000 4         4         Function hash                          
01099 080badd4 sub_80BADD4 080bfc04  sub_80BFC04 1.000 7         7         Function hash                          
01100 080baf58 sub_80BAF58 080bfd88  sub_80BFD88 1.000 1         1         Function hash                          
01101 080bb038 sub_80BB038 080bfe68  sub_80BFE68 1.000 3         3         Function hash                          
01102 080bb078 sub_80BB078 080bfea8  sub_80BFEA8 1.000 1         1         Function hash                          
01103 080bb0a4 sub_80BB0A4 080bfed4  sub_80BFED4 1.000 7         7         Function hash                          
01104 080bb49c sub_80BB49C 080c02cc  sub_80C02CC 1.000 3         3         Function hash                          
01105 080bb5b0 sub_80BB5B0 080c03e0  sub_80C03E0 1.000 5         5         Function hash                          
01106 080bb628 sub_80BB628 080c0458  sub_80C0458 1.000 13        13        Function hash                          
01107 080bb724 sub_80BB724 080c0554  sub_80C0554 1.000 3         3         Function hash                          
01108 080bba4c sub_80BBA4C 080c0890  sub_80C0890 1.000 5         5         Function hash                          
01109 080bbbf4 sub_80BBBF4 080c0a38  sub_80C0A38 1.000 9         9         Function hash                          
01110 080bbf1c sub_80BBF1C 080c0d60  sub_80C0D60 1.000 4         4         Function hash                          
01111 080bc3d4 sub_80BC3D4 080c1218  sub_80C1218 1.000 7         7         Function hash                          
01112 080bc674 sub_80BC674 080c14b4  sub_80C14B4 1.000 5         5         Function hash                          
01113 080bc6ac sub_80BC6AC 080c14ec  sub_80C14EC 1.000 5         5         Function hash                          
01114 080bc6e4 sub_80BC6E4 080c1524  sub_80C1524 1.000 6         6         Function hash                          
01115 080bc72c sub_80BC72C 080c156c  sub_80C156C 1.000 4         4         Function hash                          
