Line  Address  Name        Address 2 Name 2      Ratio BBlocks 1 BBlocks 2 Description                                                    
----  -------  ----        --------- ------      ----- --------- --------- -----------                                                    
00689 080a0d58 sub_80A0D58 080a95d4  sub_80A95D4 1.000 5         5         Equal pseudo-code                                              
00690 080a2ac0 sub_80A2AC0 080ab610  sub_80AB610 1.000 3         3         Equal pseudo-code                                              
00691 080a2be0 sub_80A2BE0 080ab734  sub_80AB734 1.000 1         1         Equal assembly                                                 
00692 080a2cb8 sub_80A2CB8 080abfe4  sub_80ABFE4 1.000 7         7         Equal pseudo-code                                              
00693 080a2d64 sub_80A2D64 080ac094  sub_80AC094 1.000 8         8         Equal pseudo-code                                              
00694 080a4054 sub_80A4054 080ad2d0  sub_80AD2D0 1.000 6         6         Equal pseudo-code                                              
00695 080a6ca8 sub_80A6CA8 080b032c  sub_80B032C 1.000 1         1         Equal pseudo-code                                              
00696 080a6cbc sub_80A6CBC 080b0340  sub_80B0340 1.000 1         1         Equal pseudo-code                                              
00697 080aa348 sub_80AA348 080b1ed4  sub_80B1ED4 1.000 1         1         Equal assembly                                                 
00698 080ac4e8 sub_80AC4E8 080b3f98  sub_80B3F98 1.000 12        12        Equal pseudo-code                                              
00699 080b10cc sub_80B10CC 080b8c78  sub_80B8C78 1.000 1         1         Equal pseudo-code                                              
00700 080be9f0 sub_80BE9F0 080d480c  sub_80D480C 1.000 1         1         Equal pseudo-code                                              
00701 080bef7c sub_80BEF7C 080d4d98  sub_80D4D98 1.000 1         1         Equal assembly                                                 
00702 080c059c sub_80C059C 080d63c4  sub_80D63C4 1.000 1         1         Equal pseudo-code                                              
00703 080c05a4 sub_80C05A4 080d63cc  sub_80D63CC 1.000 1         1         Equal pseudo-code                                              
00704 080c07a4 sub_80C07A4 080d65d0  sub_80D65D0 1.000 1         1         Equal pseudo-code                                              
00705 080c07a8 sub_80C07A8 080d65d4  sub_80D65D4 1.000 1         1         Equal pseudo-code                                              
00706 080c07ac sub_80C07AC 080d65d8  sub_80D65D8 1.000 1         1         Equal pseudo-code                                              
00707 080c07b0 sub_80C07B0 080d65dc  sub_80D65DC 1.000 1         1         Equal pseudo-code                                              
00708 080c07b8 sub_80C07B8 080d65e4  sub_80D65E4 1.000 1         1         Equal pseudo-code                                              
00709 080c07bc sub_80C07BC 080d65e8  sub_80D65E8 1.000 1         1         Equal pseudo-code                                              
00710 080c07c0 sub_80C07C0 080d65ec  sub_80D65EC 1.000 1         1         Equal pseudo-code                                              
00711 08000f20 sub_8000F20 08000cf0  sub_8000CF0 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00712 0800140c sub_800140C 08000f8c  sub_8000F8C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00713 08001450 sub_8001450 08000fb4  sub_8000FB4 1.000 4         3         Same cleaned up assembly or pseudo-code                        
00714 080014b4 sub_80014B4 08000ffc  sub_8000FFC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00715 080014f0 sub_80014F0 0800101c  sub_800101C 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00716 080017e8 sub_80017E8 080011d0  sub_80011D0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00717 08001818 sub_8001818 080011f0  sub_80011F0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00718 080018a8 sub_80018A8 0800125c  sub_800125C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00719 08001ba0 sub_8001BA0 0800139c  sub_800139C 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00720 08002be4 sub_8002BE4 08001bd0  sub_8001BD0 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00721 08002df0 sub_8002DF0 08001d28  sub_8001D28 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00722 08002e10 sub_8002E10 08001d3c  sub_8001D3C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00723 08002e30 sub_8002E30 08001d50  sub_8001D50 1.000 14        14        Same cleaned up assembly or pseudo-code                        
00724 08003108 sub_8003108 0800204c  sub_800204C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00725 080035ec sub_80035EC 08002330  sub_8002330 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00726 0800376c sub_800376C 08002424  sub_8002424 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00727 08003788 sub_8003788 08002434  sub_8002434 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00728 080039d4 sub_80039D4 080025c0  sub_80025C0 1.000 6         4         Same cleaned up assembly or pseudo-code                        
00729 08003b04 sub_8003B04 0800265c  sub_800265C 1.000 4         3         Same cleaned up assembly or pseudo-code                        
00730 08003e48 sub_8003E48 08002820  sub_8002820 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00731 08003e68 sub_8003E68 08002838  sub_8002838 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00732 080040f8 sub_80040F8 08002a08  sub_8002A08 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00733 08004110 sub_8004110 08002a18  sub_8002A18 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00734 08004214 sub_8004214 080ae0e4  sub_80AE0E4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00735 08004370 sub_8004370 08002bcc  sub_8002BCC 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00736 080043d4 sub_80043D4 08002c30  sub_8002C30 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00737 08004404 sub_8004404 08002c60  sub_8002C60 1.000 10        10        Same cleaned up assembly or pseudo-code                        
00738 08004460 sub_8004460 08002cbc  sub_8002CBC 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00739 08004478 sub_8004478 08002cd4  sub_8002CD4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00740 08004510 sub_8004510 08002d78  sub_8002D78 1.000 11        11        Same cleaned up assembly or pseudo-code                        
00741 08004584 sub_8004584 08002dec  sub_8002DEC 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00742 080045a4 sub_80045A4 08002e14  sub_8002E14 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00743 080045d0 sub_80045D0 08002e44  sub_8002E44 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00744 08004648 sub_8004648 08002ec0  sub_8002EC0 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00745 08004670 sub_8004670 08002ee8  sub_8002EE8 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00746 08004698 sub_8004698 08002f10  sub_8002F10 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00747 08004710 sub_8004710 08002f90  sub_8002F90 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00748 0800473c sub_800473C 08002fbc  sub_8002FBC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00749 08004748 sub_8004748 08002fc8  sub_8002FC8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00750 08004758 sub_8004758 08002fd8  sub_8002FD8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00751 08004764 sub_8004764 08002fe4  sub_8002FE4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00752 08004774 sub_8004774 08002ff4  sub_8002FF4 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00753 0800479c sub_800479C 0800301c  sub_800301C 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00754 080047d4 sub_80047D4 08003054  sub_8003054 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00755 080047e8 sub_80047E8 08003068  sub_8003068 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00756 08004820 sub_8004820 0800309c  sub_800309C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00757 0800485c sub_800485C 080030d8  sub_80030D8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00758 08004878 sub_8004878 080030f4  sub_80030F4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00759 08004894 sub_8004894 08003110  sub_8003110 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00760 080048b0 sub_80048B0 0800312c  sub_800312C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00761 080048d0 sub_80048D0 0800314c  sub_800314C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00762 080048f8 sub_80048F8 08003174  sub_8003174 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00763 08004914 sub_8004914 08003190  sub_8003190 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00764 08004960 sub_8004960 080031dc  sub_80031DC 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00765 0800497c sub_800497C 080031f8  sub_80031F8 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00766 080049c4 sub_80049C4 08003244  sub_8003244 1.000 8         8         Same cleaned up assembly or pseudo-code                        
00767 08004a04 sub_8004A04 08003284  sub_8003284 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00768 08004a60 sub_8004A60 080032e0  sub_80032E0 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00769 08004b38 sub_8004B38 080033b8  sub_80033B8 1.000 10        10        Same cleaned up assembly or pseudo-code                        
00770 08004b6c sub_8004B6C 080033ec  sub_80033EC 1.000 10        10        Same cleaned up assembly or pseudo-code                        
00771 08004ba0 sub_8004BA0 08003420  sub_8003420 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00772 08004bc4 sub_8004BC4 08002ae0  sub_8002AE0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00773 08004c08 sub_8004C08 08003508  sub_8003508 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00774 08004c20 sub_8004C20 08003520  sub_8003520 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00775 08004c38 sub_8004C38 08003538  sub_8003538 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00776 08004dd4 sub_8004DD4 080036d8  sub_80036D8 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00777 08004eb0 sub_8004EB0 080037bc  sub_80037BC 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00778 08004f20 sub_8004F20 0800382c  sub_800382C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00779 08005010 sub_8005010 0800391c  sub_800391C 1.000 13        13        Same cleaned up assembly or pseudo-code                        
00780 080050f4 sub_80050F4 08003a08  sub_8003A08 1.000 14        14        Same cleaned up assembly or pseudo-code                        
00781 0800515c sub_800515C 08003a70  sub_8003A70 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00782 080051e8 sub_80051E8 08003afc  sub_8003AFC 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00783 08005234 sub_8005234 08003b48  sub_8003B48 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00784 08005258 sub_8005258 08003b6c  sub_8003B6C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00785 080052a4 sub_80052A4 08003be8  sub_8003BE8 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00786 08005344 sub_8005344 08003c8c  sub_8003C8C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00787 0800536c sub_800536C 08003cb4  sub_8003CB4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00788 080053b0 sub_80053B0 08003cf8  sub_8003CF8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00789 08005580 sub_8005580 08003ec8  sub_8003EC8 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00790 08005650 sub_8005650 08003f98  sub_8003F98 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00791 080056d8 sub_80056D8 080040b8  sub_80040B8 1.000 10        10        Same cleaned up assembly or pseudo-code                        
00792 08005984 sub_8005984 08004360  sub_8004360 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00793 08005998 sub_8005998 08004374  sub_8004374 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00794 080059dc sub_80059DC 080043b8  sub_80043B8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00795 08005a00 sub_8005A00 080043dc  sub_80043DC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00796 08005acc sub_8005ACC 080044a4  sub_80044A4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00797 08005b2c sub_8005B2C 08004504  sub_8004504 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00798 08005b8c sub_8005B8C 080045bc  sub_80045BC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00799 08005d8c sub_8005D8C 080047b8  sub_80047B8 1.000 11        11        Same cleaned up assembly or pseudo-code                        
00800 08005e00 sub_8005E00 0800482c  sub_800482C 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00801 08005e50 sub_8005E50 0800487c  sub_800487C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00802 08005e88 sub_8005E88 080048b4  sub_80048B4 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00803 08005eac sub_8005EAC 080048d8  sub_80048D8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00804 08005f14 sub_8005F14 0800493c  sub_800493C 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00805 08006028 sub_8006028 08004a50  sub_8004A50 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00806 08006068 sub_8006068 08004a90  sub_8004A90 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00807 08006094 sub_8006094 08004abc  sub_8004ABC 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00808 080060c4 sub_80060C4 08004aec  sub_8004AEC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00809 080060fc sub_80060FC 08004b24  sub_8004B24 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00810 0800625c sub_800625C 08004c84  sub_8004C84 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00811 08006298 sub_8006298 08004cc0  sub_8004CC0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00812 080062d8 sub_80062D8 08004d00  sub_8004D00 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00813 08006320 sub_8006320 08004d48  sub_8004D48 1.000 17        17        Same cleaned up assembly or pseudo-code                        
00814 0800650c sub_800650C 080034c4  sub_80034C4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00815 080068f4 sub_80068F4 08005360  sub_8005360 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00816 0800694c sub_800694C 080053b8  sub_80053B8 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00817 08006990 sub_8006990 080053fc  sub_80053FC 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00818 080069c4 sub_80069C4 08005430  sub_8005430 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00819 08006a08 sub_8006A08 08005478  sub_8005478 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00820 08006a2c sub_8006A2C 0800549c  sub_800549C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00821 08006a98 sub_8006A98 08005518  sub_8005518 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00822 08006bc0 sub_8006BC0 08005640  sub_8005640 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00823 08006c48 sub_8006C48 080056c8  sub_80056C8 1.000 29        29        Same cleaned up assembly or pseudo-code                        
00824 08006dac sub_8006DAC 0800582c  sub_800582C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00825 08006e10 sub_8006E10 08005890  sub_8005890 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00826 08006e54 sub_8006E54 080058d0  sub_80058D0 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00827 08006f5c sub_8006F5C 080059d8  sub_80059D8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00828 08006f8c sub_8006F8C 08005a08  sub_8005A08 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00829 08006ff0 sub_8006FF0 08005a6c  sub_8005A6C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00830 08007000 sub_8007000 08005a7c  sub_8005A7C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00831 08007054 sub_8007054 08005ad0  sub_8005AD0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00832 0800722c sub_800722C 08005c74  sub_8005C74 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00833 08007354 sub_8007354 08005d9c  sub_8005D9C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00834 08007388 sub_8007388 08005dd0  sub_8005DD0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00835 08007394 sub_8007394 08005ddc  sub_8005DDC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00836 080073ac sub_80073AC 08005df4  sub_8005DF4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00837 080073f4 sub_80073F4 08005e3c  sub_8005E3C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00838 0800749c sub_800749C 08005ee4  sub_8005EE4 1.000 19        19        Same cleaned up assembly or pseudo-code                        
00839 080075f0 sub_80075F0 08006038  sub_8006038 1.000 21        21        Same cleaned up assembly or pseudo-code                        
00840 080076f8 sub_80076F8 08006140  sub_8006140 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00841 0800773c sub_800773C 08006184  sub_8006184 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00842 08007774 sub_8007774 080061bc  sub_80061BC 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00843 08007860 sub_8007860 080062c8  sub_80062C8 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00844 08007b94 sub_8007B94 08006530  sub_8006530 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00845 08007bb8 sub_8007BB8 08006554  sub_8006554 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00846 08007c10 sub_8007C10 080065ac  sub_80065AC 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00847 08007c48 sub_8007C48 080065e4  sub_80065E4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00848 08007de0 sub_8007DE0 08006868  sub_8006868 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00849 08007df4 sub_8007DF4 0800687c  sub_800687C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00850 08007e08 sub_8007E08 08006890  sub_8006890 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00851 08007eac sub_8007EAC 08006934  sub_8006934 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00852 08007ecc sub_8007ECC 08006954  sub_8006954 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00853 08007ef8 sub_8007EF8 08006980  sub_8006980 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00854 08007f84 sub_8007F84 08006a14  sub_8006A14 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00855 08007fc0 sub_8007FC0 08006a50  sub_8006A50 1.000 10        10        Same cleaned up assembly or pseudo-code                        
00856 08008074 sub_8008074 08006b04  sub_8006B04 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00857 08008308 sub_8008308 08006d90  sub_8006D90 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00858 08008340 sub_8008340 0800d4a8  sub_800D4A8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00859 0800836c sub_800836C 08006df4  sub_8006DF4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00860 08008408 sub_8008408 08006e90  sub_8006E90 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00861 08008da8 sub_8008DA8 0800783c  sub_800783C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00862 08008f24 sub_8008F24 080079ac  sub_80079AC 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00863 08008f80 sub_8008F80 08007a08  sub_8007A08 1.000 18        18        Same cleaned up assembly or pseudo-code                        
00864 08009080 sub_8009080 08007b08  sub_8007B08 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00865 0800909c sub_800909C 08007b24  sub_8007B24 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00866 080090c0 sub_80090C0 08007b48  sub_8007B48 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00867 0800914c sub_800914C 08007bd4  sub_8007BD4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00868 08009178 sub_8009178 08007c00  sub_8007C00 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00869 08009218 sub_8009218 08007ca0  sub_8007CA0 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00870 080095e4 sub_80095E4 080080a4  sub_80080A4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00871 08009628 sub_8009628 080080e8  sub_80080E8 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00872 0800968c sub_800968C 0800814c  sub_800814C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00873 080096e0 sub_80096E0 080081a0  sub_80081A0 1.000 23        23        Same cleaned up assembly or pseudo-code                        
00874 0800981c sub_800981C 080082dc  sub_80082DC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00875 08009834 sub_8009834 080082f4  sub_80082F4 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00876 080098a0 sub_80098A0 08008360  sub_8008360 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00877 08009c58 sub_8009C58 08008708  sub_8008708 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00878 08009d0c sub_8009D0C 080087a4  sub_80087A4 1.000 5         5         Same cleaned up assembly or pseudo-code                        
00879 08009d94 sub_8009D94 08008830  sub_8008830 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00880 08009dc0 sub_8009DC0 0800885c  sub_800885C 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00881 08009e18 sub_8009E18 080088b4  sub_80088B4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00882 08009e24 sub_8009E24 080088c0  sub_80088C0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00883 08009e84 sub_8009E84 08008920  sub_8008920 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00884 08009e9c sub_8009E9C 08008938  sub_8008938 1.000 8         8         Same cleaned up assembly or pseudo-code                        
00885 08009f8c sub_8009F8C 08008a20  sub_8008A20 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00886 08009f98 sub_8009F98 08008a2c  sub_8008A2C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00887 0800a390 sub_800A390 08013990  sub_8013990 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00888 0800a4ec sub_800A4EC 08008e10  sub_8008E10 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00889 0800a520 sub_800A520 08007748  sub_8007748 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00890 0800a530 sub_800A530 08008e54  sub_8008E54 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00891 0800a580 sub_800A580 08008ea4  sub_8008EA4 1.000 11        11        Same cleaned up assembly or pseudo-code                        
00892 0800a604 sub_800A604 08059994  sub_8059994 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00893 0800aa64 sub_800AA64 080112e0  sub_80112E0 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00894 0800aa80 sub_800AA80 080112fc  sub_80112FC 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00895 0800aaa8 sub_800AAA8 08011324  sub_8011324 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00896 0800aac4 sub_800AAC4 08011340  sub_8011340 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00897 0800ac34 sub_800AC34 080114ac  sub_80114AC 1.000 7         7         Same cleaned up assembly or pseudo-code                        
00898 0800ad04 sub_800AD04 0801157c  sub_801157C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00899 0800ad50 sub_800AD50 08008e44  sub_8008E44 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00900 0800ad60 sub_800AD60 080096b0  sub_80096B0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00901 0800ad78 sub_800AD78 08002af4  sub_8002AF4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00902 0800ad84 sub_800AD84 0802e064  sub_802E064 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00903 0800ad98 sub_800AD98 08031438  sub_8031438 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00904 0800adac sub_800ADAC 08033530  sub_8033530 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00905 0800b040 sub_800B040 08002b08  sub_8002B08 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00906 0800b72c sub_800B72C 08010f08  sub_8010F08 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00907 0800dda4 sub_800DDA4 0800bea0  sub_800BEA0 1.000 8         8         Same cleaned up assembly or pseudo-code                        
00908 0800ec08 sub_800EC08 08010f98  sub_8010F98 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00909 0800ec74 sub_800EC74 08013a40  sub_8013A40 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00910 0800ecec sub_800ECEC 08011710  sub_8011710 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00911 0800ed10 sub_800ED10 080117cc  sub_80117CC 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00912 0800ed34 sub_800ED34 080117f0  sub_80117F0 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00913 0800ed58 sub_800ED58 080116c8  sub_80116C8 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00914 0800edbc sub_800EDBC 080115c8  sub_80115C8 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00915 0800ee00 sub_800EE00 08011780  sub_8011780 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00916 0800ee60 sub_800EE60 08011640  sub_8011640 1.000 6         6         Same cleaned up assembly or pseudo-code                        
00917 0800eea8 sub_800EEA8 08011610  sub_8011610 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00918 0800eebc sub_800EEBC 08011624  sub_8011624 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00919 0800ef1c sub_800EF1C 080a2e4c  sub_80A2E4C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00920 0800f224 sub_800F224 080234b4  sub_80234B4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00921 0800f23c sub_800F23C 0802dda4  sub_802DDA4 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00922 0800f250 sub_800F250 0802ddb8  sub_802DDB8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00923 0800f264 sub_800F264 0800d654  sub_800D654 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00924 0800f518 sub_800F518 0800d004  sub_800D004 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00925 08011f10 sub_8011F10 08008f2c  sub_8008F2C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00926 08011f20 sub_8011F20 08008f3c  sub_8008F3C 1.000 19        19        Same cleaned up assembly or pseudo-code                        
00927 08011fd4 sub_8011FD4 08008ff0  sub_8008FF0 1.000 9         9         Same cleaned up assembly or pseudo-code                        
00928 08012030 sub_8012030 0800904c  sub_800904C 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00929 0801227c sub_801227C 080090f0  sub_80090F0 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00930 080122cc sub_80122CC 08009140  sub_8009140 1.000 3         3         Same cleaned up assembly or pseudo-code                        
00931 08012658 sub_8012658 0800916c  sub_800916C 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00932 080126bc sub_80126BC 080091d4  sub_80091D4 1.000 8         8         Same cleaned up assembly or pseudo-code                        
00933 080128f0 sub_80128F0 08009408  sub_8009408 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00934 08012924 sub_8012924 08009438  sub_8009438 1.000 4         4         Same cleaned up assembly or pseudo-code                        
00935 08012a78 sub_8012A78 08009588  sub_8009588 1.000 1         1         Same cleaned up assembly or pseudo-code                        
00936 08012a98 sub_8012A98 080095a8  sub_80095A8 1.000 1         1         Same cleaned up assembly or pseudo-code                        
