Line  Address  Name        Address 2 Name 2      Ratio BBlocks 1 BBlocks 2 Description                            
----  -------  ----        --------- ------      ----- --------- --------- -----------                            
01610 08079f5c sub_8079F5C 0807a9d0  sub_807A9D0 1.000 1         1         Bytes hash                             
01611 08079f6c sub_8079F6C 0807a9e0  sub_807A9E0 1.000 1         1         Bytes hash                             
01612 0807a0ac sub_807A0AC 0807ab20  sub_807AB20 1.000 1         1         Bytes hash                             
01613 0807a0bc sub_807A0BC 0807ab30  sub_807AB30 1.000 1         1         Bytes hash                             
01614 0807a0cc sub_807A0CC 0807ab40  sub_807AB40 1.000 1         1         Bytes hash                             
01615 0807a0dc sub_807A0DC 0807ab50  sub_807AB50 1.000 1         1         Bytes hash                             
01616 0807a0ec sub_807A0EC 0807ab60  sub_807AB60 1.000 1         1         Bytes hash                             
01617 0807a0fc sub_807A0FC 0807ab70  sub_807AB70 1.000 1         1         Bytes hash                             
01618 0807a10c sub_807A10C 0807ab80  sub_807AB80 1.000 1         1         Bytes hash                             
01619 0807a11c sub_807A11C 0807ab90  sub_807AB90 1.000 1         1         Bytes hash                             
01620 0807a12c sub_807A12C 0807aba0  sub_807ABA0 1.000 1         1         Bytes hash                             
01621 0807a13c sub_807A13C 0807abb0  sub_807ABB0 1.000 1         1         Bytes hash                             
01622 0807a14c sub_807A14C 0807abc0  sub_807ABC0 1.000 1         1         Bytes hash                             
01623 0807a15c sub_807A15C 0807abd0  sub_807ABD0 1.000 1         1         Bytes hash                             
01624 0807a16c sub_807A16C 0807abe0  sub_807ABE0 1.000 1         1         Bytes hash                             
01625 0807a17c sub_807A17C 0807abf0  sub_807ABF0 1.000 1         1         Bytes hash                             
01626 0807a18c sub_807A18C 0807ac00  sub_807AC00 1.000 1         1         Bytes hash                             
01627 0807a19c sub_807A19C 0807ac10  sub_807AC10 1.000 1         1         Bytes hash                             
01628 0807a1ac sub_807A1AC 0807ac20  sub_807AC20 1.000 1         1         Bytes hash                             
01629 0807a3b8 sub_807A3B8 0807ae2c  sub_807AE2C 1.000 1         1         Bytes hash                             
01630 0807a3c8 sub_807A3C8 0807ae3c  sub_807AE3C 1.000 1         1         Bytes hash                             
01631 0807a3e8 sub_807A3E8 0807ae5c  sub_807AE5C 1.000 1         1         Bytes hash                             
01632 0807cefc sub_807CEFC 0807d97c  sub_807D97C 1.000 1         1         Bytes hash                             
01633 0807d6e0 sub_807D6E0 0807e414  sub_807E414 1.000 1         1         Bytes hash                             
01634 0807e3dc sub_807E3DC 0807f198  sub_807F198 1.000 1         1         Bytes hash                             
01635 0807ed78 sub_807ED78 0807fb40  sub_807FB40 1.000 1         1         Bytes hash                             
01636 0807ed8c sub_807ED8C 0807fb54  sub_807FB54 1.000 1         1         Bytes hash                             
01637 0807eda4 sub_807EDA4 0807fb6c  sub_807FB6C 1.000 1         1         Bytes hash                             
01638 08081724 sub_8081724 08082484  sub_8082484 1.000 1         1         Bytes hash                             
01639 08081df0 sub_8081DF0 08082b50  sub_8082B50 1.000 1         1         Bytes hash                             
01640 080830c8 sub_80830C8 08083ac8  sub_8083AC8 1.000 1         1         Bytes hash                             
01641 08083434 sub_8083434 08083e34  sub_8083E34 1.000 1         1         Bytes hash                             
01642 08087474 sub_8087474 08087e2c  sub_8087E2C 1.000 1         1         Bytes hash                             
01643 08087510 sub_8087510 08087ec8  sub_8087EC8 1.000 1         1         Bytes hash                             
01644 0808e5fc sub_808E5FC 0808ef44  sub_808EF44 1.000 1         1         Bytes hash                             
01645 0808fa48 sub_808FA48 08090388  sub_8090388 1.000 1         1         Bytes hash                             
01646 080929a4 sub_80929A4 080932b0  sub_80932B0 1.000 1         1         Bytes hash                             
01647 08098650 sub_8098650 08098f2c  sub_8098F2C 1.000 1         1         Bytes hash                             
01648 08099330 sub_8099330 08099cf0  sub_8099CF0 1.000 1         1         Bytes hash                             
01649 0809b074 sub_809B074 0809ba48  sub_809BA48 1.000 1         1         Bytes hash                             
01650 0809b08c sub_809B08C 0809ba60  sub_809BA60 1.000 1         1         Bytes hash                             
01651 0809b0e4 sub_809B0E4 0809bab8  sub_809BAB8 1.000 1         1         Bytes hash                             
01652 0809b0f8 sub_809B0F8 0809bacc  sub_809BACC 1.000 1         1         Bytes hash                             
01653 0809b5f0 sub_809B5F0 0809bfb8  sub_809BFB8 1.000 1         1         Bytes hash                             
01654 0809d790 sub_809D790 0809e1a8  sub_809E1A8 1.000 1         1         Bytes hash                             
01655 0809d7a0 sub_809D7A0 0809e1b8  sub_809E1B8 1.000 1         1         Bytes hash                             
01656 0809d82c sub_809D82C 0809e244  sub_809E244 1.000 1         1         Bytes hash                             
01657 0809e6d8 sub_809E6D8 0809f0e8  sub_809F0E8 1.000 1         1         Bytes hash                             
01658 0809e6ec sub_809E6EC 0809f0fc  sub_809F0FC 1.000 1         1         Bytes hash                             
01659 0809fb30 sub_809FB30 080a04fc  sub_80A04FC 1.000 1         1         Bytes hash                             
01660 080a00fc sub_80A00FC 080a0ac8  sub_80A0AC8 1.000 1         1         Bytes hash                             
01661 080a0110 sub_80A0110 080a0adc  sub_80A0ADC 1.000 1         1         Bytes hash                             
01662 080a1938 sub_80A1938 080a22cc  sub_80A22CC 1.000 1         1         Bytes hash                             
01663 080a2640 sub_80A2640 080a32b4  sub_80A32B4 1.000 1         1         Bytes hash                             
01664 080a2948 sub_80A2948 080a35bc  sub_80A35BC 1.000 1         1         Bytes hash                             
01665 080a40f8 sub_80A40F8 080a4d70  sub_80A4D70 1.000 1         1         Bytes hash                             
01666 080a6004 sub_80A6004 080a6ca8  sub_80A6CA8 1.000 1         1         Bytes hash                             
01667 080a6018 sub_80A6018 080a6cbc  sub_80A6CBC 1.000 1         1         Bytes hash                             
01668 080aaa9c sub_80AAA9C 080ab964  sub_80AB964 1.000 1         1         Bytes hash                             
01669 080ac070 sub_80AC070 080acf54  sub_80ACF54 1.000 1         1         Bytes hash                             
01670 080ac0d0 sub_80AC0D0 080acfb4  sub_80ACFB4 1.000 1         1         Bytes hash                             
01671 080adb38 sub_80ADB38 080aea50  sub_80AEA50 1.000 1         1         Bytes hash                             
01672 080b05f0 sub_80B05F0 080b1418  sub_80B1418 1.000 1         1         Bytes hash                             
01673 080b1f18 sub_80B1F18 080b2d3c  sub_80B2D3C 1.000 1         1         Bytes hash                             
01674 080b2c78 sub_80B2C78 080b3a9c  sub_80B3A9C 1.000 1         1         Bytes hash                             
01675 080b5420 sub_80B5420 080b6240  sub_80B6240 1.000 1         1         Bytes hash                             
01676 080bb070 sub_80BB070 080bbaec  sub_80BBAEC 1.000 1         1         Bytes hash                             
01677 080bb0d0 sub_80BB0D0 080bbb4c  sub_80BBB4C 1.000 1         1         Bytes hash                             
01678 080bb31c sub_80BB31C 080bbd98  sub_80BBD98 1.000 1         1         Bytes hash                             
01679 080bbe40 sub_80BBE40 080bc848  sub_80BC848 1.000 1         1         Bytes hash                             
01680 080bc94c sub_80BC94C 080bd358  sub_80BD358 1.000 1         1         Bytes hash                             
01681 080bd68c sub_80BD68C 080be1d0  sub_80BE1D0 1.000 1         1         Bytes hash                             
01682 080bddbc sub_80BDDBC 080be900  sub_80BE900 1.000 1         1         Bytes hash                             
01683 080bddd0 sub_80BDDD0 080be914  sub_80BE914 1.000 1         1         Bytes hash                             
01684 080bde14 sub_80BDE14 080be958  sub_80BE958 1.000 1         1         Bytes hash                             
01685 080bde28 sub_80BDE28 080be96c  sub_80BE96C 1.000 1         1         Bytes hash                             
01686 080bde3c sub_80BDE3C 080be980  sub_80BE980 1.000 1         1         Bytes hash                             
01687 080bde50 sub_80BDE50 080be994  sub_80BE994 1.000 1         1         Bytes hash                             
01688 080bde88 sub_80BDE88 080be9cc  sub_80BE9CC 1.000 1         1         Bytes hash                             
01689 080be72c sub_80BE72C 080bf270  sub_80BF270 1.000 1         1         Bytes hash                             
01690 080be8e8 sub_80BE8E8 080bf42c  sub_80BF42C 1.000 1         1         Bytes hash                             
01691 080be8fc sub_80BE8FC 080bf440  sub_80BF440 1.000 1         1         Bytes hash                             
01692 080bf900 sub_80BF900 080c0444  sub_80C0444 1.000 1         1         Bytes hash                             
01693 080bf95c sub_80BF95C 080c04a0  sub_80C04A0 1.000 1         1         Bytes hash                             
01694 080bf970 sub_80BF970 080c04b4  sub_80C04B4 1.000 1         1         Bytes hash                             
01695 080bf984 sub_80BF984 080c04c8  sub_80C04C8 1.000 1         1         Bytes hash                             
01696 080bf998 sub_80BF998 080c04dc  sub_80C04DC 1.000 1         1         Bytes hash                             
01697 080bf9ac sub_80BF9AC 080c04f0  sub_80C04F0 1.000 1         1         Bytes hash                             
01698 080bf9c0 sub_80BF9C0 080c0504  sub_80C0504 1.000 1         1         Bytes hash                             
01699 080bf9cc sub_80BF9CC 080c0510  sub_80C0510 1.000 1         1         Bytes hash                             
01700 080bf9d8 sub_80BF9D8 080c051c  sub_80C051C 1.000 1         1         Bytes hash                             
01701 080bf9ec sub_80BF9EC 080c0530  sub_80C0530 1.000 1         1         Bytes hash                             
01702 080053d4 sub_80053D4 080052a4  sub_80052A4 1.000 3         3         Bytes sum                              
01703 0800d568 sub_800D568 0800d834  sub_800D834 1.000 2         2         Bytes sum                              
01704 0800f330 sub_800F330 080313d4  sub_80313D4 1.000 1         1         Bytes sum                              
01705 080232ac sub_80232AC 0802379c  sub_802379C 1.000 1         1         Bytes sum                              
01706 08023f64 sub_8023F64 080244a4  sub_80244A4 1.000 1         1         Bytes sum                              
01707 080246e0 sub_80246E0 08024520  sub_8024520 1.000 1         1         Bytes sum                              
01708 0802b870 sub_802B870 08080214  sub_8080214 1.000 1         1         Bytes sum                              
01709 08050eb4 sub_8050EB4 08066380  sub_8066380 1.000 1         1         Bytes sum                              
01710 0805ae90 sub_805AE90 08059bf4  sub_8059BF4 1.000 1         1         Bytes sum                              
01711 0805eac4 sub_805EAC4 0805f39c  sub_805F39C 1.000 1         1         Bytes sum                              
01712 08073060 sub_8073060 08073d3c  sub_8073D3C 1.000 1         1         Bytes sum                              
01713 0807b774 sub_807B774 080bcfc4  sub_80BCFC4 1.000 1         1         Bytes sum                              
01714 0807c8a0 sub_807C8A0 080b10b8  sub_80B10B8 1.000 1         1         Bytes sum                              
01715 08083180 sub_8083180 08013f3c  sub_8013F3C 1.000 4         4         Bytes sum                              
01716 080928d4 sub_80928D4 080931e0  sub_80931E0 1.000 1         1         Bytes sum                              
01717 0809b02c sub_809B02C 080baacc  sub_80BAACC 1.000 1         1         Bytes sum                              
01718 080a4e20 sub_80A4E20 080a82f0  sub_80A82F0 1.000 1         1         Bytes sum                              
01719 080a511c sub_80A511C 08090dd0  sub_8090DD0 1.000 1         1         Bytes sum                              
01720 080a6d9c sub_80A6D9C 0803e344  sub_803E344 1.000 1         1         Bytes sum                              
01721 080a7194 sub_80A7194 0800adac  sub_800ADAC 1.000 1         1         Bytes sum                              
01722 080a73e4 sub_80A73E4 0807d314  sub_807D314 1.000 1         1         Bytes sum                              
01723 080a7bb4 sub_80A7BB4 080a8ac8  sub_80A8AC8 1.000 3         3         Bytes sum                              
01724 080a89b4 sub_80A89B4 0807d938  sub_807D938 1.000 1         1         Bytes sum                              
01725 080a8cd4 sub_80A8CD4 0802bc98  sub_802BC98 1.000 1         1         Bytes sum                              
01726 080a9a0c sub_80A9A0C 080a9ce4  sub_80A9CE4 1.000 1         1         Bytes sum                              
01727 080b42fc sub_80B42FC 080b4bdc  sub_80B4BDC 1.000 1         1         Bytes sum                              
01728 080b5934 sub_80B5934 080b6664  sub_80B6664 1.000 3         3         Bytes sum                              
01729 080bab0c sub_80BAB0C 0809c808  sub_809C808 1.000 1         1         Bytes sum                              
01730 080bc5b8 sub_80BC5B8 080a98c8  sub_80A98C8 1.000 1         1         Bytes sum                              
01731 08000bb0 sub_8000BB0 08000b88  sub_8000B88 1.000 1         1         Equal assembly                         
01732 08004758 sub_8004758 08004634  sub_8004634 1.000 1         1         Equal assembly                         
01733 08004760 sub_8004760 0800463c  sub_800463C 1.000 1         1         Equal pseudo-code                      
01734 08004a54 sub_8004A54 08004930  sub_8004930 1.000 1         1         Equal assembly                         
01735 08004ad8 sub_8004AD8 080049b4  sub_80049B4 1.000 1         1         Equal assembly                         
01736 08004b60 sub_8004B60 08004a3c  sub_8004A3C 1.000 1         1         Equal assembly                         
01737 08004c44 sub_8004C44 08004b20  sub_8004B20 1.000 1         1         Equal assembly                         
01738 08004c50 sub_8004C50 08004b2c  sub_8004B2C 1.000 1         1         Equal assembly                         
01739 08005578 sub_8005578 08005448  sub_8005448 1.000 1         1         Equal assembly                         
01740 08005588 sub_8005588 08005458  sub_8005458 1.000 1         1         Equal pseudo-code                      
01741 08005fb4 sub_8005FB4 08005e48  sub_8005E48 1.000 1         1         Equal assembly                         
01742 08007600 sub_8007600 08007490  sub_8007490 1.000 1         1         Equal assembly                         
01743 08007adc sub_8007ADC 0800796c  sub_800796C 1.000 1         1         Equal pseudo-code                      
01744 0800a57c sub_800A57C 0800a578  sub_800A578 1.000 1         1         Equal assembly                         
01745 0800a7bc sub_800A7BC 0800a7c0  sub_800A7C0 1.000 1         1         Equal assembly                         
01746 0800eb5c sub_800EB5C 0800ea68  sub_800EA68 1.000 1         1         Equal assembly                         
01747 0800eb68 sub_800EB68 0800ea74  sub_800EA74 1.000 1         1         Equal assembly                         
01748 0800f2f4 sub_800F2F4 0800f200  sub_800F200 1.000 1         1         Equal assembly                         
01749 0800f424 sub_800F424 0800f330  sub_800F330 1.000 9         9         Equal pseudo-code                      
01750 0800f478 sub_800F478 0800f384  sub_800F384 1.000 4         4         Equal pseudo-code                      
01751 0800f944 sub_800F944 0800f850  sub_800F850 1.000 8         8         Equal pseudo-code                      
01752 0800f998 sub_800F998 0800f8a4  sub_800F8A4 1.000 3         3         Equal pseudo-code                      
01753 08013380 sub_8013380 080138a0  sub_80138A0 1.000 1         1         Equal pseudo-code                      
01754 0801339c sub_801339C 080138bc  sub_80138BC 1.000 1         1         Equal assembly                         
01755 08014324 sub_8014324 08014844  sub_8014844 1.000 1         1         Equal assembly                         
01756 08015244 sub_8015244 080156c0  sub_80156C0 1.000 1         1         Equal assembly                         
01757 080171b4 sub_80171B4 08017608  sub_8017608 1.000 1         1         Equal assembly                         
01758 08018c38 sub_8018C38 08019028  sub_8019028 1.000 1         1         Equal pseudo-code                      
01759 0801e6e8 sub_801E6E8 0801ea6c  sub_801EA6C 1.000 1         1         Equal assembly                         
01760 0801e898 sub_801E898 0801ec1c  sub_801EC1C 1.000 1         1         Equal assembly                         
01761 0801f0c8 sub_801F0C8 0801f44c  sub_801F44C 1.000 1         1         Equal assembly                         
01762 0801f9cc sub_801F9CC 0801fe34  sub_801FE34 1.000 1         1         Equal assembly                         
01763 0801fe40 sub_801FE40 080202a8  sub_80202A8 1.000 1         1         Equal assembly                         
01764 0801fe94 sub_801FE94 080202fc  sub_80202FC 1.000 1         1         Equal assembly                         
01765 080200d0 sub_80200D0 08020538  sub_8020538 1.000 1         1         Equal assembly                         
01766 08020388 sub_8020388 080207f0  sub_80207F0 1.000 1         1         Equal assembly                         
01767 08020784 sub_8020784 08020bec  sub_8020BEC 1.000 1         1         Equal assembly                         
01768 08028d3c sub_8028D3C 080291ec  sub_80291EC 1.000 1         1         Equal assembly                         
01769 0802acac sub_802ACAC 0802b15c  sub_802B15C 1.000 1         1         Equal assembly                         
01770 0802b800 sub_802B800 0802bcc0  sub_802BCC0 1.000 1         1         Equal assembly                         
01771 08033118 sub_8033118 08033648  sub_8033648 1.000 1         1         Equal assembly                         
01772 08037b70 sub_8037B70 08038024  sub_8038024 1.000 1         1         Equal assembly                         
01773 08037d84 sub_8037D84 08038238  sub_8038238 1.000 1         1         Equal assembly                         
01774 0803800c sub_803800C 080384c0  sub_80384C0 1.000 1         1         Equal assembly                         
01775 08038014 sub_8038014 080384c8  sub_80384C8 1.000 1         1         Equal assembly                         
01776 0803d674 sub_803D674 0803db24  sub_803DB24 1.000 1         1         Equal assembly                         
01777 0803dbc8 sub_803DBC8 0803e078  sub_803E078 1.000 1         1         Equal assembly                         
01778 080481dc sub_80481DC 080489c8  sub_80489C8 1.000 1         1         Equal pseudo-code                      
01779 080488cc sub_80488CC 080490b4  sub_80490B4 1.000 1         1         Equal assembly                         
01780 0804c46c sub_804C46C 0804cc48  sub_804CC48 1.000 1         1         Equal assembly                         
01781 0804c47c sub_804C47C 0804cc58  sub_804CC58 1.000 1         1         Equal assembly                         
01782 0804cdc8 sub_804CDC8 0804d5a4  sub_804D5A4 1.000 1         1         Equal assembly                         
01783 0804cdd8 sub_804CDD8 0804d5b4  sub_804D5B4 1.000 1         1         Equal assembly                         
01784 0804fab4 sub_804FAB4 08050290  sub_8050290 1.000 1         1         Equal assembly                         
01785 0804fac4 sub_804FAC4 080502a0  sub_80502A0 1.000 1         1         Equal assembly                         
01786 0804fff0 sub_804FFF0 080507cc  sub_80507CC 1.000 1         1         Equal assembly                         
01787 0804fffc sub_804FFFC 080507d8  sub_80507D8 1.000 1         1         Equal assembly                         
01788 0805076c sub_805076C 08050f48  sub_8050F48 1.000 1         1         Equal assembly                         
01789 08055900 sub_8055900 080560e8  sub_80560E8 1.000 1         1         Equal assembly                         
01790 08055a40 sub_8055A40 08056228  sub_8056228 1.000 1         1         Equal assembly                         
01791 08056758 sub_8056758 08056f40  sub_8056F40 1.000 1         1         Equal assembly                         
01792 0805c594 sub_805C594 0805cd7c  sub_805CD7C 1.000 1         1         Equal assembly                         
01793 0805de58 sub_805DE58 0805e640  sub_805E640 1.000 1         1         Equal assembly                         
01794 0805e3bc sub_805E3BC 0805eba4  sub_805EBA4 1.000 1         1         Equal assembly                         
01795 0805e410 sub_805E410 0805ebf8  sub_805EBF8 1.000 1         1         Equal assembly                         
01796 0805e68c sub_805E68C 0805ee74  sub_805EE74 1.000 1         1         Equal assembly                         
01797 0805e9cc sub_805E9CC 0805f1b4  sub_805F1B4 1.000 1         1         Equal assembly                         
01798 0805f9b0 sub_805F9B0 08060198  sub_8060198 1.000 1         1         Equal assembly                         
01799 08060114 sub_8060114 080608fc  sub_80608FC 1.000 1         1         Equal assembly                         
01800 08062244 sub_8062244 08062a2c  sub_8062A2C 1.000 1         1         Equal assembly                         
01801 080622b4 sub_80622B4 08062a9c  sub_8062A9C 1.000 1         1         Equal assembly                         
01802 080676c4 sub_80676C4 08067eb0  sub_8067EB0 1.000 1         1         Equal assembly                         
01803 080676d0 sub_80676D0 08067ebc  sub_8067EBC 1.000 1         1         Equal assembly                         
01804 08068538 sub_8068538 08068d24  sub_8068D24 1.000 1         1         Equal assembly                         
01805 0807a764 sub_807A764 0807b1d8  sub_807B1D8 1.000 1         1         Equal assembly                         
01806 0807ad7c sub_807AD7C 0807b7f0  sub_807B7F0 1.000 1         1         Equal assembly                         
01807 0807b220 sub_807B220 0807bc94  sub_807BC94 1.000 1         1         Equal assembly                         
01808 0807c318 sub_807C318 0807cd8c  sub_807CD8C 1.000 1         1         Equal assembly                         
01809 0807f890 sub_807F890 08080648  sub_8080648 1.000 1         1         Equal assembly                         
01810 08080500 sub_8080500 0808125c  sub_808125C 1.000 1         1         Equal assembly                         
01811 080806f0 sub_80806F0 0808144c  sub_808144C 1.000 1         1         Equal assembly                         
01812 080830c0 sub_80830C0 08083ac0  sub_8083AC0 1.000 1         1         Equal pseudo-code                      
01813 08087a38 sub_8087A38 080883c0  sub_80883C0 1.000 1         1         Equal assembly                         
01814 080889a4 sub_80889A4 08089308  sub_8089308 1.000 1         1         Equal assembly                         
01815 0808b5d4 sub_808B5D4 0808bf14  sub_808BF14 1.000 1         1         Equal assembly                         
01816 0808dd18 sub_808DD18 0808e644  sub_808E644 1.000 1         1         Equal assembly                         
01817 0808dd28 sub_808DD28 0808e654  sub_808E654 1.000 1         1         Equal assembly                         
01818 0808dd38 sub_808DD38 0808e664  sub_808E664 1.000 1         1         Equal assembly                         
01819 0808dd48 sub_808DD48 0808e674  sub_808E674 1.000 1         1         Equal assembly                         
01820 0808dd58 sub_808DD58 0808e684  sub_808E684 1.000 1         1         Equal assembly                         
01821 0808dd68 sub_808DD68 0808e694  sub_808E694 1.000 1         1         Equal assembly                         
01822 0808f598 sub_808F598 0808fed8  sub_808FED8 1.000 1         1         Equal assembly                         
01823 08094fd8 sub_8094FD8 08095824  sub_8095824 1.000 1         1         Equal assembly                         
01824 08099400 sub_8099400 08099dc0  sub_8099DC0 1.000 1         1         Equal assembly                         
01825 080a7c60 sub_80A7C60 080a8b74  sub_80A8B74 1.000 3         3         Equal pseudo-code                      
01826 080a9434 sub_80A9434 080aa348  sub_80AA348 1.000 1         1         Equal assembly                         
01827 080aea04 sub_80AEA04 080af93c  sub_80AF93C 1.000 1         1         Equal assembly                         
01828 080b02a8 sub_80B02A8 080b10cc  sub_80B10CC 1.000 1         1         Equal pseudo-code                      
01829 080b2fb0 sub_80B2FB0 080b3dd4  sub_80B3DD4 1.000 1         1         Equal assembly                         
01830 080b33b8 sub_80B33B8 080b41f0  sub_80B41F0 1.000 1         1         Equal assembly                         
01831 080b33c4 sub_80B33C4 080b41fc  sub_80B41FC 1.000 1         1         Equal assembly                         
01832 080b6278 sub_80B6278 080b7084  sub_80B7084 1.000 1         1         Equal assembly                         
01833 080b6288 sub_80B6288 080b7094  sub_80B7094 1.000 1         1         Equal assembly                         
01834 080b7c54 sub_80B7C54 080b8a38  sub_80B8A38 1.000 1         1         Equal assembly                         
01835 080bdeac sub_80BDEAC 080be9f0  sub_80BE9F0 1.000 1         1         Equal pseudo-code                      
01836 080be438 sub_80BE438 080bef7c  sub_80BEF7C 1.000 1         1         Equal assembly                         
01837 080bfa58 sub_80BFA58 080c059c  sub_80C059C 1.000 1         1         Equal pseudo-code                      
01838 080bfa60 sub_80BFA60 080c05a4  sub_80C05A4 1.000 1         1         Equal pseudo-code                      
01839 080bfc5c sub_80BFC5C 080c07a0  sub_80C07A0 1.000 1         1         Equal pseudo-code                      
01840 080bfc60 sub_80BFC60 080c07a4  sub_80C07A4 1.000 1         1         Equal pseudo-code                      
01841 080bfc64 sub_80BFC64 080c07a8  sub_80C07A8 1.000 1         1         Equal pseudo-code                      
01842 080bfc68 sub_80BFC68 080c07ac  sub_80C07AC 1.000 1         1         Equal pseudo-code                      
01843 080bfc6c sub_80BFC6C 080c07b0  sub_80C07B0 1.000 1         1         Equal pseudo-code                      
01844 080bfc70 sub_80BFC70 080c07b4  sub_80C07B4 1.000 1         1         Equal pseudo-code                      
01845 080bfc74 sub_80BFC74 080c07b8  sub_80C07B8 1.000 1         1         Equal pseudo-code                      
01846 080bfc78 sub_80BFC78 080c07bc  sub_80C07BC 1.000 1         1         Equal pseudo-code                      
01847 080bfc7c sub_80BFC7C 080c07c0  sub_80C07C0 1.000 1         1         Equal pseudo-code                      
01848 08000b58 sub_8000B58 08000b30  sub_8000B30 1.000 5         5         Same cleaned up assembly or pseudo-code
01849 08000ca8 sub_8000CA8 08000c80  sub_8000C80 1.000 5         5         Same cleaned up assembly or pseudo-code
01850 08000f80 sub_8000F80 08000f58  sub_8000F58 1.000 2         2         Same cleaned up assembly or pseudo-code
01851 08001084 sub_8001084 0800105c  sub_800105C 1.000 6         6         Same cleaned up assembly or pseudo-code
01852 080016ec sub_80016EC 080016c4  sub_80016C4 1.000 15        15        Same cleaned up assembly or pseudo-code
01853 08001810 sub_8001810 080017e8  sub_80017E8 1.000 1         1         Same cleaned up assembly or pseudo-code
01854 08001840 sub_8001840 08001818  sub_8001818 1.000 1         1         Same cleaned up assembly or pseudo-code
01855 080019d4 sub_80019D4 080019ac  sub_80019AC 1.000 3         3         Same cleaned up assembly or pseudo-code
01856 08001d54 sub_8001D54 08001d2c  sub_8001D2C 1.000 1         1         Same cleaned up assembly or pseudo-code
01857 08002a6c sub_8002A6C 08002a44  sub_8002A44 1.000 7         7         Same cleaned up assembly or pseudo-code
01858 08002d48 sub_8002D48 08002c24  sub_8002C24 1.000 1         1         Same cleaned up assembly or pseudo-code
01859 08002dc8 sub_8002DC8 08002ca4  sub_8002CA4 1.000 5         5         Same cleaned up assembly or pseudo-code
01860 08002dfc sub_8002DFC 08002cd8  sub_8002CD8 1.000 16        16        Same cleaned up assembly or pseudo-code
01861 08003178 sub_8003178 08003054  sub_8003054 1.000 14        14        Same cleaned up assembly or pseudo-code
01862 080032e0 sub_80032E0 080031bc  sub_80031BC 1.000 1         1         Same cleaned up assembly or pseudo-code
01863 08003338 sub_8003338 08003214  sub_8003214 1.000 4         4         Same cleaned up assembly or pseudo-code
01864 08003510 sub_8003510 080033ec  sub_80033EC 1.000 1         1         Same cleaned up assembly or pseudo-code
01865 080035b0 sub_80035B0 0800348c  sub_800348C 1.000 1         1         Same cleaned up assembly or pseudo-code
01866 080035ec sub_80035EC 080034c8  sub_80034C8 1.000 7         7         Same cleaned up assembly or pseudo-code
01867 08003674 sub_8003674 08003550  sub_8003550 1.000 7         7         Same cleaned up assembly or pseudo-code
01868 08003710 sub_8003710 080035ec  sub_80035EC 1.000 3         3         Same cleaned up assembly or pseudo-code
01869 080037a8 sub_80037A8 08003684  sub_8003684 1.000 1         1         Same cleaned up assembly or pseudo-code
01870 080038cc sub_80038CC 080037a8  sub_80037A8 1.000 3         3         Same cleaned up assembly or pseudo-code
01871 0800397c sub_800397C 08003858  sub_8003858 1.000 4         4         Same cleaned up assembly or pseudo-code
01872 08003a70 sub_8003A70 0800394c  sub_800394C 1.000 7         7         Same cleaned up assembly or pseudo-code
01873 08003af8 sub_8003AF8 080039d4  sub_80039D4 1.000 6         6         Same cleaned up assembly or pseudo-code
01874 08003b8c sub_8003B8C 08003a68  sub_8003A68 1.000 6         6         Same cleaned up assembly or pseudo-code
01875 08003d20 sub_8003D20 08003bfc  sub_8003BFC 1.000 6         6         Same cleaned up assembly or pseudo-code
01876 08003f14 sub_8003F14 08003df0  sub_8003DF0 1.000 6         6         Same cleaned up assembly or pseudo-code
01877 08003f8c sub_8003F8C 08003e68  sub_8003E68 1.000 1         1         Same cleaned up assembly or pseudo-code
01878 08004234 sub_8004234 08004110  sub_8004110 1.000 1         1         Same cleaned up assembly or pseudo-code
01879 08004338 sub_8004338 08004214  sub_8004214 1.000 1         1         Same cleaned up assembly or pseudo-code
01880 08004364 sub_8004364 08004240  sub_8004240 1.000 1         1         Same cleaned up assembly or pseudo-code
01881 08004388 sub_8004388 08004264  sub_8004264 1.000 1         1         Same cleaned up assembly or pseudo-code
01882 080043b4 sub_80043B4 08004290  sub_8004290 1.000 1         1         Same cleaned up assembly or pseudo-code
01883 080043e0 sub_80043E0 080042bc  sub_80042BC 1.000 1         1         Same cleaned up assembly or pseudo-code
01884 08004408 sub_8004408 080042e4  sub_80042E4 1.000 1         1         Same cleaned up assembly or pseudo-code
01885 08004528 sub_8004528 08004404  sub_8004404 1.000 10        10        Same cleaned up assembly or pseudo-code
01886 0800459c sub_800459C 08004478  sub_8004478 1.000 1         1         Same cleaned up assembly or pseudo-code
01887 08004634 sub_8004634 08004510  sub_8004510 1.000 11        11        Same cleaned up assembly or pseudo-code
01888 0800476c sub_800476C 08004648  sub_8004648 1.000 5         5         Same cleaned up assembly or pseudo-code
01889 08004794 sub_8004794 08004670  sub_8004670 1.000 5         5         Same cleaned up assembly or pseudo-code
01890 080047bc sub_80047BC 08004698  sub_8004698 1.000 5         5         Same cleaned up assembly or pseudo-code
01891 08004860 sub_8004860 0800473c  sub_800473C 1.000 1         1         Same cleaned up assembly or pseudo-code
01892 0800486c sub_800486C 08004748  sub_8004748 1.000 1         1         Same cleaned up assembly or pseudo-code
01893 0800487c sub_800487C 08004758  sub_8004758 1.000 1         1         Same cleaned up assembly or pseudo-code
01894 08004888 sub_8004888 08004764  sub_8004764 1.000 1         1         Same cleaned up assembly or pseudo-code
